timestamp,window,current_attack_label,current_flow_count,current_flow_duration_mean,current_fwd_packets_mean,current_bwd_packets_mean,current_fwd_bytes_sum,current_bwd_bytes_sum,current_flow_iat_mean,current_flow_iat_std,current_flow_iat_max,current_flow_iat_min,current_fwd_iat_mean,current_bwd_iat_mean,current_syn_count,current_ack_count,current_rst_count,current_fin_count,current_psh_fwd_count,current_psh_bwd_count,current_urg_fwd_count,current_urg_bwd_count,current_packet_length_mean,current_packet_length_std,current_packets_per_second,current_bytes_per_second,current_down_up_ratio,current_active_mean,current_active_std,current_idle_mean,current_idle_std,next_flow_count,next_flow_duration_mean,next_fwd_packets_mean,next_bwd_packets_mean,next_fwd_bytes_sum,next_bwd_bytes_sum,next_flow_iat_mean,next_flow_iat_std,next_flow_iat_max,next_flow_iat_min,next_fwd_iat_mean,next_bwd_iat_mean,next_syn_count,next_ack_count,next_rst_count,next_fin_count,next_psh_fwd_count,next_psh_bwd_count,next_urg_fwd_count,next_urg_bwd_count,next_packet_length_mean,next_packet_length_std,next_packets_per_second,next_bytes_per_second,next_down_up_ratio,next_active_mean,next_active_std,next_idle_mean,next_idle_std,next_attack_label,next_timestamp
2018-02-28 01:10:00,10,0,1337.0,14844871.763649965,6.43455497382199,7.385938668661182,828545.0,7477715.0,1150122.1708327332,1161286.6177829823,59109659.0,0.0,1569254.9007006425,854533.9428868094,39.0,256.0,406.0,5.0,39.0,0.0,0.0,0.0,116.71424884902932,148.68161398243396,0.0,0.0,0.6664173522812267,233360.4543040014,80901.44559900198,4220831.867204129,133225.64800741448,794.0,9764234.340050375,5.105793450881612,4.243073047858943,309196.0,1127766.0,1357974.125573605,1070689.9847017522,59936356.0,0.0,1619755.0440131149,918037.8827863229,94.0,272.0,230.0,18.0,94.0,0.0,0.0,0.0,85.96317691997014,135.36178545299168,0.0,216347.13157206523,0.4861460957178841,179339.09582280435,12508.81967796612,4464075.612721929,115941.60435792596,0.0,2018-02-28 01:11:00
2018-02-28 01:11:00,11,0,794.0,9764234.340050375,5.105793450881612,4.243073047858943,309196.0,1127766.0,1357974.125573605,1070689.9847017522,59936356.0,0.0,1619755.0440131149,918037.8827863229,94.0,272.0,230.0,18.0,94.0,0.0,0.0,0.0,85.96317691997014,135.36178545299168,0.0,216347.13157206523,0.4861460957178841,179339.09582280435,12508.81967796612,4464075.612721929,115941.60435792596,1353.0,13591732.462675536,5.09830007390983,4.986696230598669,545183.0,3141530.0,803646.7414173458,1353008.1285977669,85482437.0,0.0,1132279.1689660214,1052088.699583378,51.0,243.0,357.0,0.0,51.0,0.0,0.0,0.0,97.33729985949556,131.11366446170206,0.0,0.0,0.6977087952697709,300700.63587299164,187871.5511062987,4732534.470413705,227722.8769260842,0.0,2018-02-28 01:12:00
2018-02-28 01:12:00,12,0,1353.0,13591732.462675536,5.09830007390983,4.986696230598669,545183.0,3141530.0,803646.7414173458,1353008.1285977669,85482437.0,0.0,1132279.1689660214,1052088.699583378,51.0,243.0,357.0,0.0,51.0,0.0,0.0,0.0,97.33729985949556,131.11366446170206,0.0,0.0,0.6977087952697709,300700.63587299164,187871.5511062987,4732534.470413705,227722.8769260842,645.0,9435989.227906976,4.863565891472868,4.068217054263566,251540.0,944385.0,2135966.5732364664,826299.2052427232,59936424.0,0.0,2293555.4033569195,853235.016796592,49.0,185.0,173.0,3.0,49.0,0.0,0.0,0.0,87.7132346687214,127.21538046299052,0.0,0.0,0.5472868217054263,338770.0963659798,64829.574812971885,4008191.8086024434,83303.53776437735,0.0,2018-02-28 01:13:00
2018-02-28 01:13:00,13,0,645.0,9435989.227906976,4.863565891472868,4.068217054263566,251540.0,944385.0,2135966.5732364664,826299.2052427232,59936424.0,0.0,2293555.4033569195,853235.016796592,49.0,185.0,173.0,3.0,49.0,0.0,0.0,0.0,87.7132346687214,127.21538046299052,0.0,0.0,0.5472868217054263,338770.0963659798,64829.574812971885,4008191.8086024434,83303.53776437735,983.0,9773747.975584945,4.682604272634792,3.7416073245167856,441346.0,1144895.0,774241.4767023022,1138688.2815108823,113345206.0,0.0,1046652.8575227726,861531.3678805333,54.0,282.0,266.0,1.0,54.0,0.0,0.0,0.0,93.27717834033498,134.3087559802944,0.0,534415.7091468766,0.6093591047812817,409937.37268741766,167442.5415166639,3639468.3002280015,277907.70062620135,0.0,2018-02-28 01:14:00
2018-02-28 01:14:00,14,0,983.0,9773747.975584945,4.682604272634792,3.7416073245167856,441346.0,1144895.0,774241.4767023022,1138688.2815108823,113345206.0,0.0,1046652.8575227726,861531.3678805333,54.0,282.0,266.0,1.0,54.0,0.0,0.0,0.0,93.27717834033498,134.3087559802944,0.0,534415.7091468766,0.6093591047812817,409937.37268741766,167442.5415166639,3639468.3002280015,277907.70062620135,999.0,8603468.876876878,4.40940940940941,3.702702702702703,329843.0,1209494.0,744720.3578659522,832217.4380720792,59936344.0,0.0,993422.7988777972,752936.5587090965,79.0,277.0,275.0,6.0,79.0,0.0,0.0,0.0,90.73139458547688,128.80112024034594,0.0,0.0,0.5835835835835835,118790.48273817654,89645.34497751547,2642408.8804802643,66861.83477706497,0.0,2018-02-28 01:15:00
2018-02-28 01:15:00,15,0,999.0,8603468.876876878,4.40940940940941,3.702702702702703,329843.0,1209494.0,744720.3578659522,832217.4380720792,59936344.0,0.0,993422.7988777972,752936.5587090965,79.0,277.0,275.0,6.0,79.0,0.0,0.0,0.0,90.73139458547688,128.80112024034594,0.0,0.0,0.5835835835835835,118790.48273817654,89645.34497751547,2642408.8804802643,66861.83477706497,1104.0,16063687.750905797,5.213768115942029,4.440217391304348,451138.0,1627329.0,1395459.1150353614,1367879.4126487586,59000000.0,0.0,1800363.116776404,1094845.0602137824,56.0,215.0,344.0,2.0,56.0,0.0,0.0,0.0,99.5547669756798,146.32818565669174,0.0,0.0,0.6485507246376812,450539.6534822506,100782.10593169634,4994569.412551004,205334.80104240763,0.0,2018-02-28 01:16:00
2018-02-28 01:16:00,16,0,1104.0,16063687.750905797,5.213768115942029,4.440217391304348,451138.0,1627329.0,1395459.1150353614,1367879.4126487586,59000000.0,0.0,1800363.116776404,1094845.0602137824,56.0,215.0,344.0,2.0,56.0,0.0,0.0,0.0,99.5547669756798,146.32818565669174,0.0,0.0,0.6485507246376812,450539.6534822506,100782.10593169634,4994569.412551004,205334.80104240763,925.0,8561440.844324324,4.161081081081081,3.6324324324324326,283001.0,998126.0,608365.4606589661,906785.6154140952,59936409.0,0.0,851832.2141730024,794709.6535924468,40.0,194.0,210.0,4.0,40.0,0.0,0.0,0.0,81.87340559582303,111.10448776625783,0.0,0.0,0.6389189189189189,114839.71744235628,111170.56464286936,3115634.214900938,160172.10585622303,0.0,2018-02-28 01:17:00
2018-02-28 01:17:00,17,0,925.0,8561440.844324324,4.161081081081081,3.6324324324324326,283001.0,998126.0,608365.4606589661,906785.6154140952,59936409.0,0.0,851832.2141730024,794709.6535924468,40.0,194.0,210.0,4.0,40.0,0.0,0.0,0.0,81.87340559582303,111.10448776625783,0.0,0.0,0.6389189189189189,114839.71744235628,111170.56464286936,3115634.214900938,160172.10585622303,1174.0,13886053.504258944,4.965928449744464,4.3645655877342415,487941.0,1636027.0,868157.2400173474,1244491.3992344865,61400000.0,0.0,1310107.2521440338,1042033.8163640896,35.0,255.0,321.0,4.0,35.0,0.0,0.0,0.0,85.72931159808527,119.23479579830484,0.0,0.0,0.645655877342419,387207.1472145866,126355.39412286103,3614429.33016535,151450.27876657207,0.0,2018-02-28 01:18:00
2018-02-28 01:18:00,18,0,1174.0,13886053.504258944,4.965928449744464,4.3645655877342415,487941.0,1636027.0,868157.2400173474,1244491.3992344865,61400000.0,0.0,1310107.2521440338,1042033.8163640896,35.0,255.0,321.0,4.0,35.0,0.0,0.0,0.0,85.72931159808527,119.23479579830484,0.0,0.0,0.645655877342419,387207.1472145866,126355.39412286103,3614429.33016535,151450.27876657207,623.0,9202577.686998395,4.778491171749598,3.5858747993579456,257655.0,548207.0,1924965.3963724533,1011866.8475193166,59936502.0,0.0,2111927.869627353,785217.5106726431,55.0,230.0,169.0,5.0,55.0,0.0,0.0,0.0,78.7906793940703,119.36219178632057,0.0,613499.1649884618,0.4333868378812199,172961.76710988765,35424.503051964406,3833511.586249331,182088.6093398228,0.0,2018-02-28 01:19:00
2018-02-28 01:19:00,19,0,623.0,9202577.686998395,4.778491171749598,3.5858747993579456,257655.0,548207.0,1924965.3963724533,1011866.8475193166,59936502.0,0.0,2111927.869627353,785217.5106726431,55.0,230.0,169.0,5.0,55.0,0.0,0.0,0.0,78.7906793940703,119.36219178632057,0.0,613499.1649884618,0.4333868378812199,172961.76710988765,35424.503051964406,3833511.586249331,182088.6093398228,957.0,11915752.094043886,5.409613375130617,4.458725182863114,1032221.0,1271054.0,774834.5067848864,1050765.4907667283,59000000.0,0.0,1099877.5264708432,839011.3618901375,74.0,261.0,220.0,5.0,74.0,0.0,0.0,0.0,89.27520339779268,125.01278093253111,0.0,0.0,0.619644723092999,297593.0919776922,198070.8627091965,3597608.797086784,320235.22857556754,0.0,2018-02-28 01:20:00
2018-02-28 01:20:00,20,0,957.0,11915752.094043886,5.409613375130617,4.458725182863114,1032221.0,1271054.0,774834.5067848864,1050765.4907667283,59000000.0,0.0,1099877.5264708432,839011.3618901375,74.0,261.0,220.0,5.0,74.0,0.0,0.0,0.0,89.27520339779268,125.01278093253111,0.0,0.0,0.619644723092999,297593.0919776922,198070.8627091965,3597608.797086784,320235.22857556754,941.0,16477876.520722635,5.988310308182784,5.239107332624867,462570.0,1353419.0,1184450.4086004302,1597323.381177775,68679446.0,0.0,1669550.520636347,1325940.8289938858,51.0,157.0,287.0,4.0,51.0,0.0,0.0,0.0,96.68452063329948,132.3894471358251,0.0,0.0,0.6014877789585548,285108.82781012595,48810.46259982373,5697077.960473352,244729.9500117324,0.0,2018-02-28 01:21:00
2018-02-28 01:21:00,21,0,941.0,16477876.520722635,5.988310308182784,5.239107332624867,462570.0,1353419.0,1184450.4086004302,1597323.381177775,68679446.0,0.0,1669550.520636347,1325940.8289938858,51.0,157.0,287.0,4.0,51.0,0.0,0.0,0.0,96.68452063329948,132.3894471358251,0.0,0.0,0.6014877789585548,285108.82781012595,48810.46259982373,5697077.960473352,244729.9500117324,723.0,11583719.883817429,5.676348547717843,5.240663900414938,393099.0,2056422.0,1329214.4358040246,1093009.3195118697,59000000.0,0.0,1579636.3400766866,644020.7218036547,37.0,212.0,208.0,2.0,37.0,0.0,0.0,0.0,111.4375433974516,144.76211871446722,0.0,0.0,0.5408022130013831,282593.94421535113,97986.56840835603,4127321.8763301554,100535.26812087584,0.0,2018-02-28 01:22:00
2018-02-28 01:22:00,22,0,723.0,11583719.883817429,5.676348547717843,5.240663900414938,393099.0,2056422.0,1329214.4358040246,1093009.3195118697,59000000.0,0.0,1579636.3400766866,644020.7218036547,37.0,212.0,208.0,2.0,37.0,0.0,0.0,0.0,111.4375433974516,144.76211871446722,0.0,0.0,0.5408022130013831,282593.94421535113,97986.56840835603,4127321.8763301554,100535.26812087584,824.0,11629969.616504854,5.099514563106796,4.281553398058253,371270.0,1026266.0,981670.6136683288,1308707.579840823,59936620.0,0.0,1267005.448110429,1100341.6278973792,101.0,296.0,219.0,6.0,101.0,0.0,0.0,0.0,86.9125953907034,127.905597012421,0.0,0.0,0.5206310679611651,400318.3451011507,75245.35744818217,4508753.5232268,173241.92680018494,0.0,2018-02-28 01:23:00
2018-02-28 01:23:00,23,0,824.0,11629969.616504854,5.099514563106796,4.281553398058253,371270.0,1026266.0,981670.6136683288,1308707.579840823,59936620.0,0.0,1267005.448110429,1100341.6278973792,101.0,296.0,219.0,6.0,101.0,0.0,0.0,0.0,86.9125953907034,127.905597012421,0.0,0.0,0.5206310679611651,400318.3451011507,75245.35744818217,4508753.5232268,173241.92680018494,771.0,10695658.402075227,5.040207522697795,4.274967574578469,358914.0,1283680.0,1349496.6400675063,980193.729074414,82242010.0,0.0,1639908.6363100226,688764.7844250825,68.0,224.0,212.0,2.0,68.0,0.0,0.0,0.0,87.98395250831724,126.0336791309864,0.0,0.0,0.5188067444876784,646563.2147232392,34497.32009957197,3519608.3436059807,403992.401312831,0.0,2018-02-28 01:24:00
2018-02-28 01:24:00,24,0,771.0,10695658.402075227,5.040207522697795,4.274967574578469,358914.0,1283680.0,1349496.6400675063,980193.729074414,82242010.0,0.0,1639908.6363100226,688764.7844250825,68.0,224.0,212.0,2.0,68.0,0.0,0.0,0.0,87.98395250831724,126.0336791309864,0.0,0.0,0.5188067444876784,646563.2147232392,34497.32009957197,3519608.3436059807,403992.401312831,1115.0,14627188.097757848,5.185650224215246,5.758744394618834,568997.0,3189292.0,1151242.0740799524,1422545.7317241982,59936400.0,0.0,1570875.555156024,1020755.4183346845,46.0,199.0,285.0,5.0,46.0,0.0,0.0,0.0,99.84961061779508,130.62681201514152,0.0,166972.65373946112,0.6968609865470852,279104.42188070767,202480.7096948666,5114937.600898192,146819.6255602664,0.0,2018-02-28 01:25:00
2018-02-28 01:25:00,25,0,1115.0,14627188.097757848,5.185650224215246,5.758744394618834,568997.0,3189292.0,1151242.0740799524,1422545.7317241982,59936400.0,0.0,1570875.555156024,1020755.4183346845,46.0,199.0,285.0,5.0,46.0,0.0,0.0,0.0,99.84961061779508,130.62681201514152,0.0,166972.65373946112,0.6968609865470852,279104.42188070767,202480.7096948666,5114937.600898192,146819.6255602664,746.0,13665284.934316354,6.201072386058981,6.064343163538874,431014.0,1882517.0,969604.3909353792,1210056.1367899852,72100000.0,0.0,1318837.2268237474,895590.6310596543,59.0,209.0,230.0,6.0,59.0,0.0,0.0,0.0,104.22339414192668,159.4411455857138,0.0,256387.52410265856,0.5898123324396782,390616.6217674067,237000.31268800283,4521256.208032897,305479.0006286929,0.0,2018-02-28 01:26:00
2018-02-28 01:26:00,26,0,746.0,13665284.934316354,6.201072386058981,6.064343163538874,431014.0,1882517.0,969604.3909353792,1210056.1367899852,72100000.0,0.0,1318837.2268237474,895590.6310596543,59.0,209.0,230.0,6.0,59.0,0.0,0.0,0.0,104.22339414192668,159.4411455857138,0.0,256387.52410265856,0.5898123324396782,390616.6217674067,237000.31268800283,4521256.208032897,305479.0006286929,860.0,17311186.547674417,5.910465116279069,5.826744186046511,477129.0,2377857.0,1713509.3608861477,1370657.7313458335,59936459.0,0.0,2108954.414583024,1047642.2354872682,33.0,186.0,214.0,6.0,33.0,0.0,0.0,0.0,100.34551379951048,133.660806111025,0.0,104820.4226451143,0.6453488372093024,496019.7544805596,315583.2426789231,5303274.813207006,401374.77613858215,0.0,2018-02-28 01:27:00
2018-02-28 01:27:00,27,0,860.0,17311186.547674417,5.910465116279069,5.826744186046511,477129.0,2377857.0,1713509.3608861477,1370657.7313458335,59936459.0,0.0,2108954.414583024,1047642.2354872682,33.0,186.0,214.0,6.0,33.0,0.0,0.0,0.0,100.34551379951048,133.660806111025,0.0,104820.4226451143,0.6453488372093024,496019.7544805596,315583.2426789231,5303274.813207006,401374.77613858215,766.0,9915620.46475196,4.7558746736292425,4.043080939947781,350869.0,1015655.0,906099.4889818132,1181992.857790476,69325125.0,0.0,1294579.2999871972,878451.4638486233,88.0,256.0,197.0,13.0,88.0,0.0,0.0,0.0,87.1999085177171,130.90270266177075,0.0,247455.84062003344,0.5065274151436031,655305.2526913908,70997.52176176978,3854817.923660802,202776.4255374889,0.0,2018-02-28 01:28:00
2018-02-28 01:28:00,28,0,766.0,9915620.46475196,4.7558746736292425,4.043080939947781,350869.0,1015655.0,906099.4889818132,1181992.857790476,69325125.0,0.0,1294579.2999871972,878451.4638486233,88.0,256.0,197.0,13.0,88.0,0.0,0.0,0.0,87.1999085177171,130.90270266177075,0.0,247455.84062003344,0.5065274151436031,655305.2526913908,70997.52176176978,3854817.923660802,202776.4255374889,1369.0,13963554.241782324,5.45799853907962,4.870708546384222,638860.0,2072036.0,703477.0472206328,1398886.222037987,59936345.0,0.0,1128698.2873257336,1095166.4689289508,100.0,320.0,369.0,2.0,100.0,0.0,0.0,0.0,89.03273790881191,127.69195412320629,0.0,193749.5118057805,0.5997078159240321,400554.33858687925,166573.27202047795,4700314.6510906285,280498.1171651446,0.0,2018-02-28 01:29:00
2018-02-28 01:29:00,29,0,1369.0,13963554.241782324,5.45799853907962,4.870708546384222,638860.0,2072036.0,703477.0472206328,1398886.222037987,59936345.0,0.0,1128698.2873257336,1095166.4689289508,100.0,320.0,369.0,2.0,100.0,0.0,0.0,0.0,89.03273790881191,127.69195412320629,0.0,193749.5118057805,0.5997078159240321,400554.33858687925,166573.27202047795,4700314.6510906285,280498.1171651446,1958.0,15789502.245148111,5.469867211440246,5.449438202247191,1313663.0,4742772.0,1094039.9714116906,1345810.4255083425,88847323.0,0.0,1529073.2664672951,941385.0418300593,83.0,353.0,565.0,12.0,83.0,0.0,0.0,0.0,105.76384883381878,148.06561645641202,0.0,0.0,0.6716036772216547,134661.9126305738,91333.59635239908,5001972.94818177,296936.6730227728,0.0,2018-02-28 01:30:00
2018-02-28 01:30:00,30,0,1958.0,15789502.245148111,5.469867211440246,5.449438202247191,1313663.0,4742772.0,1094039.9714116906,1345810.4255083425,88847323.0,0.0,1529073.2664672951,941385.0418300593,83.0,353.0,565.0,12.0,83.0,0.0,0.0,0.0,105.76384883381878,148.06561645641202,0.0,0.0,0.6716036772216547,134661.9126305738,91333.59635239908,5001972.94818177,296936.6730227728,941.0,13796008.643995749,5.405951115834219,4.804463336875664,525001.0,1141146.0,912493.4851248466,1399108.5776964205,59936503.0,0.0,1311790.6282902549,1113039.6716651646,72.0,272.0,222.0,11.0,72.0,0.0,0.0,0.0,81.95412091730235,115.46368128008066,0.0,0.0,0.6068012752391073,928158.0207794274,485940.97758228553,4695731.621088575,397687.8215316378,0.0,2018-02-28 01:31:00
2018-02-28 01:31:00,31,0,941.0,13796008.643995749,5.405951115834219,4.804463336875664,525001.0,1141146.0,912493.4851248466,1399108.5776964205,59936503.0,0.0,1311790.6282902549,1113039.6716651646,72.0,272.0,222.0,11.0,72.0,0.0,0.0,0.0,81.95412091730235,115.46368128008066,0.0,0.0,0.6068012752391073,928158.0207794274,485940.97758228553,4695731.621088575,397687.8215316378,914.0,10502478.352297593,4.62582056892779,3.608315098468272,427949.0,822262.0,1005291.7910997235,1267916.6744790885,58700000.0,0.0,1277386.3618801874,607366.931503888,110.0,366.0,215.0,19.0,110.0,0.0,0.0,0.0,75.2471960655046,110.3727253347104,0.0,1111423.5376559652,0.4989059080962801,490822.2707205838,146319.11130018218,3531497.602474658,269136.41215006204,0.0,2018-02-28 01:32:00
